Id,Label,timeset,indegree,outdegree,Degree
2302,2302,,11,16,27
2303,2303,,11,25,36
2304,2304,,9,25,34
2305,2305,,8,22,30
2306,2306,,8,18,26
2307,2307,,11,24,35
2308,2308,,9,19,28
2309,2309,,8,19,27
2310,2310,,11,26,37
2311,2311,,6,17,23
2312,2312,,6,17,23
2313,2313,,10,21,31
2314,2314,,5,25,30
2315,2315,,10,19,29
2316,2316,,10,25,35
2317,2317,,9,22,31
2318,2318,,15,15,30
2319,2319,,7,28,35
2320,2320,,8,16,24
2321,2321,,14,17,31
2322,2322,,10,18,28
2323,2323,,5,20,25
2324,2324,,4,24,28
2325,2325,,11,29,40
2326,2326,,8,17,25
2327,2327,,11,15,26
2328,2328,,12,21,33
2329,2329,,8,18,26
2330,2330,,11,24,35
2331,2331,,7,19,26
2332,2332,,10,26,36
2333,2333,,5,23,28
2334,2334,,6,21,27
2335,2335,,9,21,30
2336,2336,,6,29,35
2337,2337,,12,18,30
2338,2338,,16,20,36
2339,2339,,10,20,30
2340,2340,,9,24,33
2341,2341,,10,17,27
2342,2342,,11,13,24
2343,2343,,11,18,29
2344,2344,,10,21,31
2345,2345,,10,15,25
2346,2346,,7,23,30
2347,2347,,6,17,23
2348,2348,,7,20,27
2349,2349,,12,19,31
2350,2350,,7,15,22
2351,2351,,13,22,35
2352,2352,,7,18,25
2353,2353,,9,21,30
2354,2354,,9,21,30
2355,2355,,4,22,26
2356,2356,,6,15,21
2357,2357,,11,21,32
2358,2358,,6,11,17
2359,2359,,10,17,27
2360,2360,,15,16,31
2361,2361,,7,20,27
2362,2362,,6,21,27
2363,2363,,13,22,35
2364,2364,,9,26,35
2365,2365,,14,24,38
2366,2366,,13,19,32
2367,2367,,9,18,27
2368,2368,,5,26,31
2369,2369,,11,19,30
2370,2370,,13,20,33
2371,2371,,13,19,32
2372,2372,,18,18,36
2373,2373,,9,26,35
2374,2374,,13,27,40
2375,2375,,8,14,22
2376,2376,,3,12,15
2377,2377,,8,20,28
2378,2378,,14,20,34
2379,2379,,11,19,30
2380,2380,,10,23,33
2381,2381,,10,16,26
2382,2382,,15,17,32
2383,2383,,6,26,32
2384,2384,,8,25,33
2385,2385,,10,17,27
2386,2386,,17,12,29
2387,2387,,12,24,36
2388,2388,,13,20,33
2389,2389,,18,17,35
2390,2390,,11,15,26
2391,2391,,9,19,28
2392,2392,,9,16,25
2393,2393,,12,21,33
2394,2394,,4,16,20
2395,2395,,13,24,37
2396,2396,,9,27,36
2397,2397,,10,27,37
2398,2398,,12,20,32
2399,2399,,9,13,22
2400,2400,,8,18,26
2401,2401,,12,24,36
2402,2402,,11,10,21
2403,2403,,9,20,29
2404,2404,,6,22,28
2405,2405,,8,20,28
2406,2406,,14,22,36
2407,2407,,7,22,29
2408,2408,,15,28,43
2409,2409,,9,16,25
2410,2410,,11,19,30
2411,2411,,4,30,34
2412,2412,,19,15,34
2413,2413,,9,17,26
2414,2414,,8,20,28
2415,2415,,9,18,27
2416,2416,,12,24,36
2417,2417,,9,25,34
2418,2418,,14,16,30
2419,2419,,12,25,37
2420,2420,,8,19,27
2421,2421,,9,21,30
2422,2422,,7,18,25
2423,2423,,5,21,26
2424,2424,,15,24,39
2425,2425,,10,18,28
2426,2426,,5,18,23
2427,2427,,12,13,25
2428,2428,,4,14,18
2429,2429,,9,16,25
2430,2430,,11,16,27
2431,2431,,15,14,29
2432,2432,,10,21,31
2433,2433,,6,20,26
2434,2434,,4,15,19
2435,2435,,10,19,29
2436,2436,,4,24,28
2437,2437,,14,25,39
2438,2438,,12,19,31
2439,2439,,11,20,31
2440,2440,,9,26,35
2441,2441,,10,24,34
2442,2442,,12,24,36
2443,2443,,9,20,29
2444,2444,,4,23,27
2445,2445,,8,17,25
2446,2446,,13,21,34
2447,2447,,9,13,22
2448,2448,,11,22,33
2449,2449,,8,12,20
2450,2450,,17,20,37
2451,2451,,10,23,33
2452,2452,,15,21,36
2453,2453,,12,17,29
2454,2454,,10,23,33
2455,2455,,2,15,17
2456,2456,,13,15,28
2457,2457,,13,29,42
2458,2458,,9,28,37
2459,2459,,9,17,26
2460,2460,,9,25,34
2461,2461,,12,13,25
2462,2462,,8,20,28
2463,2463,,13,19,32
2464,2464,,13,12,25
2465,2465,,9,23,32
2466,2466,,12,15,27
2467,2467,,8,11,19
2468,2468,,9,22,31
2469,2469,,18,16,34
2470,2470,,11,21,32
2471,2471,,11,17,28
2472,2472,,16,14,30
2473,2473,,6,18,24
2474,2474,,7,18,25
2475,2475,,10,18,28
2476,2476,,4,20,24
2477,2477,,4,10,14
2478,2478,,18,16,34
2479,2479,,11,19,30
2480,2480,,13,19,32
2481,2481,,6,17,23
2482,2482,,6,20,26
2483,2483,,4,17,21
2484,2484,,6,18,24
2485,2485,,3,24,27
2486,2486,,15,16,31
2487,2487,,7,14,21
2488,2488,,11,22,33
2489,2489,,14,21,35
2490,2490,,9,22,31
2491,2491,,10,19,29
2492,2492,,13,17,30
2493,2493,,11,14,25
2494,2494,,10,12,22
2495,2495,,16,14,30
2496,2496,,8,16,24
2497,2497,,17,26,43
2498,2498,,18,17,35
2499,2499,,7,13,20
2500,2500,,16,19,35
2501,2501,,10,22,32
2502,2502,,16,20,36
2503,2503,,17,20,37
2504,2504,,14,18,32
2505,2505,,12,23,35
2506,2506,,13,16,29
2507,2507,,12,18,30
2508,2508,,12,21,33
2509,2509,,8,20,28
2510,2510,,9,18,27
2511,2511,,11,22,33
2512,2512,,13,21,34
2513,2513,,7,17,24
2514,2514,,18,11,29
2515,2515,,12,17,29
2516,2516,,12,12,24
2517,2517,,6,19,25
2518,2518,,9,18,27
2519,2519,,10,21,31
2520,2520,,12,23,35
2521,2521,,14,21,35
2522,2522,,9,22,31
2523,2523,,12,14,26
2524,2524,,12,25,37
2525,2525,,7,19,26
2526,2526,,17,28,45
2527,2527,,14,21,35
2528,2528,,8,22,30
2529,2529,,11,22,33
2530,2530,,8,18,26
2531,2531,,15,22,37
2532,2532,,12,26,38
2533,2533,,9,20,29
2534,2534,,10,20,30
2535,2535,,5,22,27
2536,2536,,10,18,28
2537,2537,,5,15,20
2538,2538,,19,20,39
2539,2539,,7,14,21
2540,2540,,8,26,34
2541,2541,,12,19,31
2542,2542,,12,25,37
2543,2543,,8,19,27
2544,2544,,12,17,29
2545,2545,,10,22,32
2546,2546,,14,18,32
2547,2547,,9,18,27
2548,2548,,14,15,29
2549,2549,,10,16,26
2550,2550,,11,23,34
2551,2551,,15,23,38
2552,2552,,15,18,33
2553,2553,,9,22,31
2554,2554,,12,17,29
2555,2555,,15,18,33
2556,2556,,8,21,29
2557,2557,,16,16,32
2558,2558,,6,13,19
2559,2559,,9,20,29
2560,2560,,12,17,29
2561,2561,,16,12,28
2562,2562,,14,13,27
2563,2563,,15,17,32
2564,2564,,9,21,30
2565,2565,,14,25,39
2566,2566,,18,26,44
2567,2567,,10,18,28
2568,2568,,5,21,26
2569,2569,,13,17,30
2570,2570,,6,22,28
2571,2571,,6,21,27
2572,2572,,7,15,22
2573,2573,,15,22,37
2574,2574,,7,14,21
2575,2575,,8,16,24
2576,2576,,11,19,30
2577,2577,,11,18,29
2578,2578,,11,21,32
2579,2579,,9,18,27
2580,2580,,10,24,34
2581,2581,,12,14,26
2582,2582,,9,20,29
2583,2583,,8,12,20
2584,2584,,5,23,28
2585,2585,,8,13,21
2586,2586,,9,20,29
2587,2587,,11,11,22
2588,2588,,12,15,27
2589,2589,,9,19,28
2590,2590,,15,15,30
2591,2591,,6,21,27
2592,2592,,10,16,26
2593,2593,,10,20,30
2594,2594,,11,15,26
2595,2595,,10,21,31
2596,2596,,9,20,29
2597,2597,,8,19,27
2598,2598,,10,18,28
2599,2599,,12,23,35
2600,2600,,10,13,23
2601,2601,,14,16,30
2602,2602,,9,21,30
2603,2603,,16,12,28
2604,2604,,12,26,38
2605,2605,,8,24,32
2606,2606,,6,23,29
2607,2607,,12,18,30
2608,2608,,12,19,31
2609,2609,,12,15,27
2610,2610,,9,17,26
2611,2611,,6,19,25
2612,2612,,9,23,32
2613,2613,,9,13,22
2614,2614,,13,20,33
2615,2615,,7,22,29
2616,2616,,13,13,26
2617,2617,,13,14,27
2618,2618,,8,15,23
2619,2619,,11,18,29
2620,2620,,11,23,34
2621,2621,,9,19,28
2622,2622,,10,18,28
2623,2623,,9,17,26
2624,2624,,9,17,26
2625,2625,,8,21,29
2626,2626,,10,16,26
2627,2627,,9,23,32
2628,2628,,6,20,26
2629,2629,,11,22,33
2630,2630,,9,19,28
2631,2631,,12,13,25
2632,2632,,9,18,27
2633,2633,,10,19,29
2634,2634,,12,16,28
2635,2635,,9,10,19
2636,2636,,11,15,26
2637,2637,,12,24,36
2638,2638,,10,20,30
2639,2639,,8,16,24
2640,2640,,5,21,26
2641,2641,,9,16,25
2642,2642,,9,25,34
2643,2643,,10,19,29
2644,2644,,12,20,32
2645,2645,,19,27,46
2646,2646,,10,16,26
2647,2647,,15,24,39
2648,2648,,8,17,25
2649,2649,,11,12,23
2650,2650,,12,20,32
2651,2651,,11,13,24
2652,2652,,19,19,38
2653,2653,,5,14,19
2654,2654,,12,27,39
2655,2655,,9,18,27
2656,2656,,12,20,32
2657,2657,,19,15,34
2658,2658,,11,19,30
2659,2659,,11,15,26
2660,2660,,8,19,27
2661,2661,,10,17,27
2662,2662,,13,20,33
2663,2663,,11,18,29
2664,2664,,5,19,24
2665,2665,,7,18,25
2666,2666,,11,9,20
2667,2667,,11,14,25
2668,2668,,9,17,26
2669,2669,,10,20,30
2670,2670,,14,16,30
2671,2671,,8,13,21
2672,2672,,5,21,26
2673,2673,,13,20,33
2674,2674,,14,11,25
2675,2675,,14,19,33
2676,2676,,9,20,29
2677,2677,,11,16,27
2678,2678,,9,15,24
2679,2679,,9,22,31
2680,2680,,20,16,36
2681,2681,,14,20,34
2682,2682,,12,20,32
2683,2683,,13,22,35
2684,2684,,13,17,30
2685,2685,,4,15,19
2686,2686,,12,18,30
2687,2687,,9,18,27
2688,2688,,12,11,23
2689,2689,,9,23,32
2690,2690,,9,17,26
2691,2691,,11,18,29
2692,2692,,9,22,31
2693,2693,,8,16,24
2694,2694,,6,19,25
2695,2695,,13,11,24
2696,2696,,3,23,26
2697,2697,,7,11,18
2698,2698,,15,15,30
2699,2699,,7,12,19
2700,2700,,8,15,23
2701,2701,,11,16,27
2702,2702,,10,19,29
2703,2703,,7,15,22
2704,2704,,9,21,30
2705,2705,,14,18,32
2706,2706,,10,20,30
2707,2707,,12,18,30
2708,2708,,16,15,31
2709,2709,,13,18,31
2710,2710,,14,21,35
2711,2711,,14,14,28
2712,2712,,14,5,19
2713,2713,,8,20,28
2714,2714,,8,17,25
2715,2715,,19,21,40
2716,2716,,14,14,28
2717,2717,,9,19,28
2718,2718,,10,16,26
2719,2719,,15,19,34
2720,2720,,9,16,25
2721,2721,,10,14,24
2722,2722,,11,15,26
2723,2723,,9,22,31
2724,2724,,11,16,27
2725,2725,,15,26,41
2726,2726,,12,16,28
2727,2727,,8,21,29
2728,2728,,6,23,29
2729,2729,,7,17,24
2730,2730,,17,19,36
2731,2731,,8,14,22
2732,2732,,14,22,36
2733,2733,,11,18,29
2734,2734,,18,15,33
2735,2735,,12,17,29
2736,2736,,13,16,29
2737,2737,,16,23,39
2738,2738,,2,19,21
2739,2739,,10,14,24
2740,2740,,6,15,21
2741,2741,,12,10,22
2742,2742,,11,22,33
2743,2743,,14,23,37
2744,2744,,10,20,30
2745,2745,,18,21,39
2746,2746,,18,22,40
2747,2747,,14,13,27
2748,2748,,6,18,24
2749,2749,,7,22,29
2750,2750,,13,22,35
2751,2751,,7,12,19
2752,2752,,7,17,24
2753,2753,,13,9,22
2754,2754,,11,22,33
2755,2755,,10,17,27
2756,2756,,9,21,30
2757,2757,,8,18,26
2758,2758,,7,20,27
2759,2759,,10,18,28
2760,2760,,14,19,33
2761,2761,,17,19,36
2762,2762,,13,12,25
2763,2763,,13,18,31
2764,2764,,11,16,27
2765,2765,,12,22,34
2766,2766,,11,16,27
2767,2767,,15,20,35
2768,2768,,15,16,31
2769,2769,,12,15,27
2770,2770,,16,22,38
2771,2771,,14,14,28
2772,2772,,9,13,22
2773,2773,,12,15,27
2774,2774,,9,17,26
2775,2775,,10,25,35
2776,2776,,11,14,25
2777,2777,,20,16,36
2778,2778,,10,23,33
2779,2779,,12,15,27
2780,2780,,11,14,25
2781,2781,,6,8,14
2782,2782,,7,14,21
2783,2783,,14,20,34
2784,2784,,12,22,34
2785,2785,,17,20,37
2786,2786,,13,16,29
2787,2787,,12,21,33
2788,2788,,10,16,26
2789,2789,,14,18,32
2790,2790,,15,22,37
2791,2791,,17,16,33
2792,2792,,12,12,24
2793,2793,,8,20,28
2794,2794,,7,14,21
2795,2795,,19,23,42
2796,2796,,16,17,33
2797,2797,,12,13,25
2798,2798,,11,18,29
2799,2799,,5,23,28
2800,2800,,10,16,26
2801,2801,,19,14,33
2802,2802,,12,24,36
2803,2803,,15,16,31
2804,2804,,8,15,23
2805,2805,,17,17,34
2806,2806,,5,16,21
2807,2807,,10,16,26
2808,2808,,13,23,36
2809,2809,,11,21,32
2810,2810,,15,18,33
2811,2811,,11,15,26
2812,2812,,12,16,28
2813,2813,,11,19,30
2814,2814,,17,14,31
2815,2815,,8,15,23
2816,2816,,8,18,26
2817,2817,,11,20,31
2818,2818,,12,21,33
2819,2819,,11,18,29
2820,2820,,8,9,17
2821,2821,,5,18,23
2822,2822,,9,20,29
2823,2823,,10,21,31
2824,2824,,15,24,39
2825,2825,,13,17,30
2826,2826,,9,20,29
2827,2827,,8,24,32
2828,2828,,14,23,37
2829,2829,,12,20,32
2830,2830,,6,11,17
2831,2831,,13,13,26
2832,2832,,17,20,37
2833,2833,,17,10,27
2834,2834,,7,20,27
2835,2835,,7,15,22
2836,2836,,9,16,25
2837,2837,,13,23,36
2838,2838,,11,21,32
2839,2839,,10,23,33
2840,2840,,10,26,36
2841,2841,,15,12,27
2842,2842,,10,19,29
2843,2843,,15,21,36
2844,2844,,7,18,25
2845,2845,,10,17,27
2846,2846,,16,25,41
2847,2847,,6,14,20
2848,2848,,11,15,26
2849,2849,,12,15,27
2850,2850,,13,11,24
2851,2851,,8,16,24
2852,2852,,11,18,29
2853,2853,,3,14,17
2854,2854,,10,20,30
2855,2855,,12,18,30
2856,2856,,13,18,31
2857,2857,,16,17,33
2858,2858,,11,17,28
2859,2859,,8,13,21
2860,2860,,9,18,27
2861,2861,,8,23,31
2862,2862,,12,20,32
2863,2863,,14,19,33
2864,2864,,17,27,44
2865,2865,,9,20,29
2866,2866,,10,18,28
2867,2867,,17,27,44
2868,2868,,15,16,31
2869,2869,,11,17,28
2870,2870,,12,12,24
2871,2871,,10,17,27
2872,2872,,12,25,37
2873,2873,,15,15,30
2874,2874,,18,14,32
2875,2875,,11,21,32
2876,2876,,14,18,32
2877,2877,,10,25,35
2878,2878,,12,17,29
2879,2879,,7,21,28
2880,2880,,12,18,30
2881,2881,,12,24,36
2882,2882,,13,15,28
2883,2883,,13,16,29
2884,2884,,12,18,30
2885,2885,,10,19,29
2886,2886,,4,17,21
2887,2887,,17,17,34
2888,2888,,13,14,27
2889,2889,,14,12,26
2890,2890,,15,14,29
2891,2891,,9,25,34
2892,2892,,14,17,31
2893,2893,,11,17,28
2894,2894,,12,14,26
2895,2895,,14,19,33
2896,2896,,18,15,33
2897,2897,,12,15,27
2898,2898,,9,19,28
2899,2899,,8,16,24
2900,2900,,10,17,27
2901,2901,,13,19,32
2902,2902,,9,20,29
2903,2903,,13,20,33
2904,2904,,12,15,27
2905,2905,,11,9,20
2906,2906,,16,22,38
2907,2907,,11,14,25
2908,2908,,9,18,27
2909,2909,,9,9,18
2910,2910,,13,10,23
2911,2911,,13,19,32
2912,2912,,11,18,29
2913,2913,,8,22,30
2914,2914,,8,20,28
2915,2915,,12,16,28
2916,2916,,9,15,24
2917,2917,,18,16,34
2918,2918,,14,17,31
2919,2919,,8,21,29
2920,2920,,15,19,34
2921,2921,,14,18,32
2922,2922,,7,15,22
2923,2923,,19,12,31
2924,2924,,12,15,27
2925,2925,,20,19,39
2926,2926,,13,19,32
2927,2927,,12,21,33
2928,2928,,8,20,28
2929,2929,,12,9,21
2930,2930,,13,19,32
2931,2931,,14,12,26
2932,2932,,17,13,30
2933,2933,,12,17,29
2934,2934,,22,16,38
2935,2935,,10,18,28
2936,2936,,14,12,26
2937,2937,,7,13,20
2938,2938,,9,18,27
2939,2939,,6,19,25
2940,2940,,11,22,33
2941,2941,,7,12,19
2942,2942,,8,12,20
2943,2943,,16,18,34
2944,2944,,7,22,29
2945,2945,,12,15,27
2946,2946,,6,13,19
2947,2947,,13,21,34
2948,2948,,7,29,36
2949,2949,,12,25,37
2950,2950,,9,19,28
2951,2951,,14,11,25
2952,2952,,11,16,27
2953,2953,,14,20,34
2954,2954,,17,9,26
2955,2955,,11,13,24
2956,2956,,10,23,33
2957,2957,,11,13,24
2958,2958,,10,20,30
2959,2959,,9,16,25
2960,2960,,12,36,48
2961,2961,,14,19,33
2962,2962,,13,17,30
2963,2963,,9,12,21
2964,2964,,7,14,21
2965,2965,,15,15,30
2966,2966,,11,17,28
2967,2967,,12,25,37
2968,2968,,10,18,28
2969,2969,,12,16,28
2970,2970,,17,12,29
2971,2971,,15,23,38
2972,2972,,10,13,23
2973,2973,,14,16,30
2974,2974,,12,16,28
2975,2975,,7,12,19
2976,2976,,7,21,28
2977,2977,,16,20,36
2978,2978,,17,25,42
2979,2979,,14,9,23
2980,2980,,13,14,27
2981,2981,,12,12,24
2982,2982,,8,12,20
2983,2983,,17,14,31
2984,2984,,12,17,29
2985,2985,,14,20,34
2986,2986,,12,13,25
2987,2987,,12,19,31
2988,2988,,9,15,24
2989,2989,,15,25,40
2990,2990,,17,14,31
2991,2991,,12,14,26
2992,2992,,3,16,19
2993,2993,,10,19,29
2994,2994,,10,13,23
2995,2995,,12,13,25
2996,2996,,14,20,34
2997,2997,,13,13,26
2998,2998,,12,17,29
2999,2999,,13,19,32
3000,3000,,12,13,25
3001,3001,,11,7,18
3002,3002,,17,17,34
3003,3003,,15,14,29
3004,3004,,16,13,29
3005,3005,,10,20,30
3006,3006,,20,13,33
3007,3007,,13,18,31
3008,3008,,14,16,30
3009,3009,,14,14,28
3010,3010,,11,13,24
3011,3011,,13,24,37
3012,3012,,14,19,33
3013,3013,,13,22,35
3014,3014,,12,20,32
3015,3015,,15,19,34
3016,3016,,11,14,25
3017,3017,,17,19,36
3018,3018,,11,12,23
3019,3019,,9,17,26
3020,3020,,10,12,22
3021,3021,,16,12,28
3022,3022,,9,17,26
3023,3023,,12,14,26
3024,3024,,15,17,32
3025,3025,,10,19,29
3026,3026,,15,20,35
3027,3027,,11,17,28
3028,3028,,11,21,32
3029,3029,,12,20,32
3030,3030,,14,17,31
3031,3031,,9,18,27
3032,3032,,14,11,25
3033,3033,,5,16,21
3034,3034,,11,16,27
3035,3035,,11,16,27
3036,3036,,15,10,25
3037,3037,,13,15,28
3038,3038,,20,19,39
3039,3039,,16,9,25
3040,3040,,14,18,32
3041,3041,,10,16,26
3042,3042,,13,15,28
3043,3043,,10,16,26
3044,3044,,8,25,33
3045,3045,,12,16,28
3046,3046,,22,16,38
3047,3047,,16,14,30
3048,3048,,9,16,25
3049,3049,,11,16,27
3050,3050,,14,12,26
3051,3051,,13,15,28
3052,3052,,13,14,27
3053,3053,,16,20,36
3054,3054,,14,10,24
3055,3055,,13,15,28
3056,3056,,7,20,27
3057,3057,,9,22,31
3058,3058,,15,14,29
3059,3059,,12,22,34
3060,3060,,14,19,33
3061,3061,,16,12,28
3062,3062,,11,12,23
3063,3063,,16,15,31
3064,3064,,6,16,22
3065,3065,,12,9,21
3066,3066,,12,24,36
3067,3067,,9,17,26
3068,3068,,19,25,44
3069,3069,,11,16,27
3070,3070,,7,10,17
3071,3071,,7,22,29
3072,3072,,17,18,35
3073,3073,,18,17,35
3074,3074,,10,19,29
3075,3075,,15,18,33
3076,3076,,15,15,30
3077,3077,,9,14,23
3078,3078,,12,18,30
3079,3079,,14,20,34
3080,3080,,11,13,24
3081,3081,,16,15,31
3082,3082,,12,16,28
3083,3083,,16,10,26
3084,3084,,18,9,27
3085,3085,,17,23,40
3086,3086,,10,12,22
3087,3087,,12,14,26
3088,3088,,15,23,38
3089,3089,,11,13,24
3090,3090,,10,11,21
3091,3091,,11,19,30
3092,3092,,11,14,25
3093,3093,,9,18,27
3094,3094,,9,17,26
3095,3095,,9,21,30
3096,3096,,19,19,38
3097,3097,,13,12,25
3098,3098,,10,14,24
3099,3099,,11,17,28
3100,3100,,10,20,30
3101,3101,,13,19,32
3102,3102,,11,16,27
3103,3103,,11,24,35
3104,3104,,13,16,29
3105,3105,,8,13,21
3106,3106,,9,9,18
3107,3107,,16,14,30
3108,3108,,17,17,34
3109,3109,,15,16,31
3110,3110,,13,20,33
3111,3111,,17,27,44
3112,3112,,12,12,24
3113,3113,,15,14,29
3114,3114,,14,10,24
3115,3115,,13,13,26
3116,3116,,11,18,29
3117,3117,,11,15,26
3118,3118,,17,23,40
3119,3119,,12,18,30
3120,3120,,11,18,29
3121,3121,,12,15,27
3122,3122,,10,18,28
3123,3123,,9,18,27
3124,3124,,14,17,31
3125,3125,,10,19,29
3126,3126,,6,13,19
3127,3127,,13,15,28
3128,3128,,20,15,35
3129,3129,,14,12,26
3130,3130,,15,15,30
3131,3131,,22,22,44
3132,3132,,11,10,21
3133,3133,,15,14,29
3134,3134,,17,23,40
3135,3135,,12,14,26
3136,3136,,15,18,33
3137,3137,,14,22,36
3138,3138,,12,16,28
3139,3139,,17,11,28
3140,3140,,17,14,31
3141,3141,,11,12,23
3142,3142,,10,14,24
3143,3143,,14,15,29
3144,3144,,14,15,29
3145,3145,,9,15,24
3146,3146,,12,10,22
3147,3147,,11,17,28
3148,3148,,12,15,27
3149,3149,,13,26,39
3150,3150,,10,13,23
3151,3151,,11,22,33
3152,3152,,17,12,29
3153,3153,,9,14,23
3154,3154,,6,14,20
3155,3155,,10,17,27
3156,3156,,11,23,34
3157,3157,,8,20,28
3158,3158,,12,18,30
3159,3159,,17,18,35
3160,3160,,8,16,24
3161,3161,,9,14,23
3162,3162,,16,15,31
3163,3163,,20,16,36
3164,3164,,9,16,25
3165,3165,,19,15,34
3166,3166,,17,22,39
3167,3167,,17,20,37
3168,3168,,11,19,30
3169,3169,,15,15,30
3170,3170,,13,21,34
3171,3171,,12,21,33
3172,3172,,11,20,31
3173,3173,,12,17,29
3174,3174,,14,16,30
3175,3175,,19,25,44
3176,3176,,14,13,27
3177,3177,,11,15,26
3178,3178,,13,15,28
3179,3179,,10,21,31
3180,3180,,8,7,15
3181,3181,,11,23,34
3182,3182,,13,13,26
3183,3183,,16,20,36
3184,3184,,13,14,27
3185,3185,,14,13,27
3186,3186,,16,14,30
3187,3187,,14,18,32
3188,3188,,15,12,27
3189,3189,,9,13,22
3190,3190,,12,16,28
3191,3191,,15,25,40
3192,3192,,7,19,26
3193,3193,,20,18,38
3194,3194,,12,19,31
3195,3195,,16,12,28
3196,3196,,15,19,34
3197,3197,,13,16,29
3198,3198,,13,20,33
3199,3199,,14,22,36
3200,3200,,17,23,40
3201,3201,,17,15,32
3202,3202,,17,16,33
3203,3203,,12,15,27
3204,3204,,17,18,35
3205,3205,,8,21,29
3206,3206,,10,9,19
3207,3207,,13,11,24
3208,3208,,13,19,32
3209,3209,,14,15,29
3210,3210,,7,16,23
3211,3211,,16,24,40
3212,3212,,16,11,27
3213,3213,,11,13,24
3214,3214,,7,14,21
3215,3215,,14,18,32
3216,3216,,8,17,25
3217,3217,,9,13,22
3218,3218,,11,20,31
3219,3219,,12,19,31
3220,3220,,5,18,23
3221,3221,,16,19,35
3222,3222,,19,17,36
3223,3223,,12,13,25
3224,3224,,15,22,37
3225,3225,,15,19,34
3226,3226,,8,17,25
3227,3227,,13,24,37
3228,3228,,15,16,31
3229,3229,,6,11,17
3230,3230,,12,14,26
3231,3231,,21,9,30
3232,3232,,16,12,28
3233,3233,,18,12,30
3234,3234,,15,14,29
3235,3235,,13,15,28
3236,3236,,11,16,27
3237,3237,,11,15,26
3238,3238,,15,23,38
3239,3239,,13,12,25
3240,3240,,13,22,35
3241,3241,,18,15,33
3242,3242,,16,16,32
3243,3243,,14,20,34
3244,3244,,15,13,28
3245,3245,,17,16,33
3246,3246,,16,8,24
3247,3247,,8,16,24
3248,3248,,10,16,26
3249,3249,,13,16,29
3250,3250,,11,18,29
3251,3251,,12,20,32
3252,3252,,13,13,26
3253,3253,,15,9,24
3254,3254,,22,19,41
3255,3255,,10,18,28
3256,3256,,11,11,22
3257,3257,,13,15,28
3258,3258,,14,20,34
3259,3259,,17,13,30
3260,3260,,16,13,29
3261,3261,,13,19,32
3262,3262,,9,18,27
3263,3263,,13,13,26
3264,3264,,17,14,31
3265,3265,,11,15,26
3266,3266,,12,14,26
3267,3267,,18,16,34
3268,3268,,14,17,31
3269,3269,,16,16,32
3270,3270,,8,20,28
3271,3271,,10,12,22
3272,3272,,11,9,20
3273,3273,,16,11,27
3274,3274,,5,18,23
3275,3275,,13,20,33
3276,3276,,19,20,39
3277,3277,,13,20,33
3278,3278,,8,14,22
3279,3279,,11,22,33
3280,3280,,14,12,26
3281,3281,,15,14,29
3282,3282,,20,16,36
3283,3283,,20,19,39
3284,3284,,16,12,28
3285,3285,,11,18,29
3286,3286,,10,14,24
3287,3287,,9,19,28
3288,3288,,12,22,34
3289,3289,,17,12,29
3290,3290,,14,17,31
3291,3291,,11,20,31
3292,3292,,14,12,26
3293,3293,,15,13,28
3294,3294,,15,13,28
3295,3295,,19,17,36
3296,3296,,20,12,32
3297,3297,,11,15,26
3298,3298,,19,22,41
3299,3299,,12,12,24
3300,3300,,14,15,29
3301,3301,,8,14,22
3302,3302,,21,14,35
3303,3303,,12,15,27
3304,3304,,15,18,33
3305,3305,,9,17,26
3306,3306,,15,18,33
3307,3307,,12,18,30
3308,3308,,11,16,27
3309,3309,,15,11,26
3310,3310,,10,12,22
3311,3311,,12,15,27
3312,3312,,12,13,25
3313,3313,,10,12,22
3314,3314,,8,15,23
3315,3315,,21,15,36
3316,3316,,13,15,28
3317,3317,,12,14,26
3318,3318,,13,17,30
3319,3319,,16,16,32
3320,3320,,10,17,27
3321,3321,,12,15,27
3322,3322,,15,13,28
3323,3323,,13,18,31
3324,3324,,13,17,30
3325,3325,,18,14,32
3326,3326,,16,15,31
3327,3327,,13,16,29
3328,3328,,19,21,40
3329,3329,,14,17,31
3330,3330,,14,12,26
3331,3331,,14,19,33
3332,3332,,14,17,31
3333,3333,,19,14,33
3334,3334,,15,17,32
3335,3335,,11,17,28
3336,3336,,15,10,25
3337,3337,,11,10,21
3338,3338,,13,8,21
3339,3339,,12,14,26
3340,3340,,14,16,30
3341,3341,,19,10,29
3342,3342,,16,13,29
3343,3343,,15,13,28
3344,3344,,12,15,27
3345,3345,,13,18,31
3346,3346,,19,13,32
3347,3347,,21,10,31
3348,3348,,18,18,36
3349,3349,,15,17,32
3350,3350,,9,17,26
3351,3351,,11,20,31
3352,3352,,12,16,28
3353,3353,,15,11,26
3354,3354,,10,14,24
3355,3355,,10,16,26
3356,3356,,6,22,28
3357,3357,,23,13,36
3358,3358,,13,15,28
3359,3359,,15,11,26
3360,3360,,14,14,28
3361,3361,,9,8,17
3362,3362,,9,24,33
3363,3363,,9,7,16
3364,3364,,8,15,23
3365,3365,,14,17,31
3366,3366,,14,13,27
3367,3367,,12,13,25
3368,3368,,13,16,29
3369,3369,,13,13,26
3370,3370,,11,14,25
3371,3371,,16,14,30
3372,3372,,14,14,28
3373,3373,,22,11,33
3374,3374,,14,10,24
3375,3375,,18,16,34
3376,3376,,11,16,27
